,GOOGL US Equity,FB US Equity,MSFT US Equity,UCG IM Equity,TMUS US Equity,BABA US Equity,9984 JP Equity,000660 KS Equity,KKR US Equity,ANTM US Equity,PYPL US Equity,IQV US Equity,LKQ US Equity,WLTW US Equity,AIR FP Equity,CTSH US Equity,BAC US Equity,LNC US Equity,AENA SM Equity,CMCSA US Equity,FLT US Equity,700 HK Equity,ADBE US Equity,FAF US Equity,HSY US Equity,3026 TT Equity,ZS US Equity,ZUO US Equity,2327 TT Equity,TRVG US Equity,2492 TT Equity,CBLK US Equity,SBH US Equity,BATS LN Equity,DF US Equity,TGT US Equity,AEO US Equity,DOCU US Equity,DLX US Equity,HIBB US Equity,PS US Equity,CDAY US Equity,6753 JP Equity,ENPH US Equity,EIF CN Equity,CM CN Equity,QD US Equity,NA CN Equity,AVLR US Equity,WDI GY Equity,CLX US Equity,DIGI MK Equity,BPY US Equity,CHD US Equity,FL US Equity,MO US Equity,ELLI US Equity,RMG LN Equity,WPG US Equity,K US Equity,DG US Equity,OZK US Equity,WAT US Equity,FLT AU Equity,SWCH US Equity,HFG GR Equity,SSYS US Equity,NPK US Equity,IWM US Equity,CAKE US Equity,RGR US Equity,AGN NA Equity,RLI US Equity,AAOI US Equity,001820 KS Equity,SSTK US Equity,NTRI US Equity,MAXIS MK Equity,CWB CN Equity,MYGN US Equity,AMN US Equity,HRL US Equity,4062 JP Equity,SPG US Equity,GSKY US Equity,SPY US Equity,QQQ US Equity
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
7/23/2014,605.19,71.29,44.87,29.4161,31.5,#N/A N/A,7596,49450,25.32,115.44,#N/A N/A,55,25.74,113.4567,44.925,50.62,15.52,52.7,#N/A N/A,27.355,132.77,124.3,72.04,28.17,94,68.21,#N/A N/A,#N/A N/A,100.11,#N/A N/A,16.38,#N/A N/A,24.48,3550,16.45,60.73,10.44,#N/A N/A,57.13,50.88,#N/A N/A,#N/A N/A,3270,11.34,18.51,99.89,#N/A N/A,48.09,#N/A N/A,29.79,90.18,5.59,20.84,33.33,48.47,41.72,29,450.4,19.15,65.44,55.82,31.2,104.79,47.31,#N/A N/A,#N/A N/A,103.5,70.56,114.865,43.96,58.1,6.153,45.13,21.35,5590,75.62,17.85,6.74,41.05,37.63,12.87,23.92,2052,170.42,#N/A N/A,198.64,97.227
7/24/2014,603.01,74.98,44.4,30.5186,31.14,#N/A N/A,7459,47550,24.94,115.25,#N/A N/A,54.84,25.71,113.3242,45.36,50.8,15.62,53.08,#N/A N/A,27.565,132.48,124.5,72.795,27.69,92.34,69.29,#N/A N/A,#N/A N/A,99.13,#N/A N/A,16.24,#N/A N/A,24.72,3557,16.19,60.99,10.59,#N/A N/A,56.61,52.26,#N/A N/A,#N/A N/A,3310,11.61,18.64,100.18,#N/A N/A,48.26,#N/A N/A,30.075,90.54,5.7,20.82,33.31,49.53,42.04,28.81,447.9,19.28,65.68,56.04,31.62,105.73,47.3,#N/A N/A,#N/A N/A,104.26,69.8,114.64,43.41,58.13,6.255,44.66,21.3,5570,78.91,18.05,6.74,41.18,37.35,12.71,23.855,2030,171.31,#N/A N/A,198.65,97.12
7/25/2014,598.08,75.19,44.5,30.0926,31.19,#N/A N/A,7504,47500,24.78,113.51,#N/A N/A,54.99,25.35,110.0394,44.5,51.12,15.59,52.82,#N/A N/A,27.195,131.72,124.9,72.62,27.56,92.53,69.43,#N/A N/A,#N/A N/A,99.13,#N/A N/A,16.24,#N/A N/A,24.5,3539.5,16.2,60.39,10.39,#N/A N/A,55.92,50.99,#N/A N/A,#N/A N/A,3330,11.43,18.64,100.34,#N/A N/A,48.43,#N/A N/A,29.62,89.48,5.69,20.78,33.09,48.43,41.74,28.8,441.1,19.09,65.37,55.61,31.44,105.96,46.8,#N/A N/A,#N/A N/A,103.94,68.75,113.6,43.33,58.11,6.224,44.15,20.42,5580,76.95,17.79,6.73,41.1,37.02,12.98,23.86,2061,168.97,#N/A N/A,197.72,96.74
7/28/2014,599.02,74.92,43.97,29.9924,31.15,#N/A N/A,7528,46550,24.43,115.57,#N/A N/A,54.8,25.48,110.6222,44.02,50.94,15.5,52.9,#N/A N/A,27.365,132.12,128.9,72.7,27.4,91.83,68.57,#N/A N/A,#N/A N/A,98.63,#N/A N/A,16.03,#N/A N/A,24.4,3547.5,16.22,60.3,10.28,#N/A N/A,55.77,50.47,#N/A N/A,#N/A N/A,3310,10.56,18.6,100.95,#N/A N/A,48.83,#N/A N/A,29.48,89.38,5.69,20.92,33.065,48.48,41.65,28.78,430,19.11,65.44,55.56,30.89,105.37,46.9,#N/A N/A,#N/A N/A,101.68,68.86,113.03,43.3,57.62,6.2,44,20.31,5500,76.29,18.21,6.73,41.41,36.11,13.33,23.68,2054,170.47,#N/A N/A,197.8,96.77
7/29/2014,593.95,73.71,43.885,30.3933,31.14,#N/A N/A,7556,44400,24.59,112.55,#N/A N/A,55.94,25.41,110.0394,43.685,50.64,15.34,52.21,#N/A N/A,27.495,134.24,130.4,72.27,27.87,91.29,67.57,#N/A N/A,#N/A N/A,97.4,#N/A N/A,15.68,#N/A N/A,25.3,3567.5,15.88,61.1,10.51,#N/A N/A,55.51,50.6,#N/A N/A,#N/A N/A,3290,10.3,18.36,101.35,#N/A N/A,48.92,#N/A N/A,30.045,88.67,5.69,20.95,33.06,48.51,41.54,29.09,426.3,19.09,64.89,56.1,31.31,105.16,47.15,#N/A N/A,#N/A N/A,102.98,65.3,113.34,43.54,57.65,6.176,43.65,19.16,5280,80.08,17.94,6.73,41.26,37.05,13.52,23.525,2061,170.1,#N/A N/A,196.95,96.6
7/30/2014,595.44,74.677,43.5785,30.268,30.94,#N/A N/A,7568,46750,24.31,112.47,#N/A N/A,56.82,25.33,107.5229,45,49.96,15.58,53.01,#N/A N/A,27.705,136.52,128.5,71.89,27.71,90.36,67.86,#N/A N/A,#N/A N/A,99.13,#N/A N/A,15.82,#N/A N/A,25.45,3523.5,15.75,61.38,10.8,#N/A N/A,56.15,50.08,#N/A N/A,#N/A N/A,3260,10.49,17.76,102.06,#N/A N/A,49.15,#N/A N/A,28.74,88.05,5.73,20.86,32.75,48.76,41.12,29.4,420.6,19.12,63.73,56.88,31.93,105.76,47.53,#N/A N/A,#N/A N/A,104.95,63.77,113.79,43.48,51.74,6.2,43.42,19,5210,81.39,15.86,6.67,42.02,36.72,13.59,23.125,2054,170.16,#N/A N/A,196.98,96.98
7/31/2014,579.55,72.65,43.16,29.366,32.94,#N/A N/A,7572,45450,22.92,109.81,#N/A N/A,54.93,26.155,107.9467,43.36,49.05,15.25,52.39,#N/A N/A,26.865,132.79,128.4,69.2499,27.14,88.15,68.21,#N/A N/A,#N/A N/A,100.11,#N/A N/A,15.75,#N/A N/A,25.95,3483,15.32,59.59,10.66,#N/A N/A,55.01,49.91,#N/A N/A,#N/A N/A,3260,10.3,17.21,101.21,#N/A N/A,48.8,#N/A N/A,27.825,86.87,5.69,20.64,32.09,47.53,40.6,28.72,417.4,18.89,59.83,55.23,30.77,103.44,47.5,#N/A N/A,#N/A N/A,100.58,64.1,111.1899,42.88,49.96,6.088,42.74,18,5060,77.94,16.05,6.76,41.62,36.1,13.1,22.63,2077,168.19,#N/A N/A,193.09,95.02
8/1/2014,573.6,72.36,42.86,29.4412,33.42,#N/A N/A,7477,46300,22.89,111,#N/A N/A,55.04,25.57,107.4434,42.675,49.29,14.98,51.15,#N/A N/A,26.695,130.87,128.2,68.94,27.37,89.1,67.79,#N/A N/A,#N/A N/A,98.88,#N/A N/A,15.26,#N/A N/A,25.88,3443.5,15.31,59.85,10.36,#N/A N/A,55.05,49.55,#N/A N/A,#N/A N/A,3240,9.82,18.15,100.22,#N/A N/A,48.31,#N/A N/A,27.15,89.2,5.71,20.5,32.825,48.12,40.5,30.72,428.1,18.95,61.44,55.77,31.86,103.19,47,#N/A N/A,#N/A N/A,98.12,63.61,110.68,42.89,49.7,6.073,43.15,18.12,5010,77.05,15.6,6.67,41.38,37.12,13.89,22.505,2073,167.67,#N/A N/A,192.5,94.67
8/4/2014,582.27,73.51,43.37,29.6667,33.69,#N/A N/A,7197,47850,22.98,111.6,#N/A N/A,55.41,26.46,106.4368,42.59,50.04,15.05,51.79,#N/A N/A,26.925,133.34,129.2,68.77,27.4,89.42,67.86,#N/A N/A,#N/A N/A,102.58,#N/A N/A,15.4,#N/A N/A,26.24,3417.5,15.68,60.7,10.42,#N/A N/A,55.78,50.26,#N/A N/A,#N/A N/A,3150,9.72,18.15,100.22,#N/A N/A,48.31,#N/A N/A,26.645,86.39,5.85,20.34,32.785,48.73,40.73,32.06,420.7,18.81,62.06,55.91,31.57,103.96,46.57,#N/A N/A,#N/A N/A,98.3,63.75,111.66,43.13,50.32,6.003,43.39,19.23,5100,79.47,15.53,6.7,41.38,37.17,13.85,22.69,2085,168.38,#N/A N/A,193.89,95.32
8/5/2014,573.14,72.69,43.08,29.366,33.91,#N/A N/A,7225,47300,22.76,110.44,#N/A N/A,55.53,26.15,106.6487,42.45,49.98,15,51.28,#N/A N/A,26.59,132.19,133.5,68.97,27,88.52,67.5,#N/A N/A,#N/A N/A,100.85,#N/A N/A,15.12,#N/A N/A,25.94,3445,15.51,58.03,10.86,#N/A N/A,55.62,50.23,#N/A N/A,#N/A N/A,3090,9.7,18.55,99.86,#N/A N/A,48.16,#N/A N/A,27.6,86.48,5.78,20.4,32.975,48.47,40.57,32.83,405.5,18.55,61.4,57.79,31.53,103.84,46.1,#N/A N/A,#N/A N/A,97.13,64.32,111.38,42.9,50.39,6.04,43.12,19.16,5160,77.32,15.43,6.68,40.73,36.99,13.9,22.66,2039,166.36,#N/A N/A,192.01,94.59
8/6/2014,574.49,72.47,42.74,28.2635,31.06,#N/A N/A,6972,45400,22.8,111.34,#N/A N/A,55.06,26.11,106.1454,42.985,43.67,15.2,51.09,#N/A N/A,26.45,130.05,132.9,68.23,27.13,89.76,61.5,#N/A N/A,#N/A N/A,99.62,#N/A N/A,15.26,#N/A N/A,26.12,3447,15.72,57.97,11.01,#N/A N/A,55.54,50.69,#N/A N/A,#N/A N/A,3040,11.06,18.44,100.2,#N/A N/A,48.38,#N/A N/A,27.4,88.11,5.75,20.55,33.235,49.03,41.43,34.53,403.8,18.57,62.78,57.56,31.84,103.4,45.88,#N/A N/A,#N/A N/A,98.91,64.96,111.731,43.25,50.62,5.969,43.34,19.54,5040,76.33,16.19,6.58,40.88,36.9,13.95,22.98,2012,165.3,#N/A N/A,192.07,94.52
8/7/2014,571.81,73.17,43.23,27.9378,29.86,#N/A N/A,7041,45200,22.65,107.29,#N/A N/A,55.76,25.98,106.7812,42.56,44.38,15.12,50.67,#N/A N/A,26.34,129.93,128.3,67.83,26.98,89.53,62,#N/A N/A,#N/A N/A,99.62,#N/A N/A,15.19,#N/A N/A,25.99,3416.5,15.62,57.5,11.04,#N/A N/A,54.62,50.07,#N/A N/A,#N/A N/A,3060,11.5,16.85,100.05,#N/A N/A,48.23,#N/A N/A,27.405,87.24,5.77,20.64,33.065,48.25,41.15,33.49,414,18.6,62.38,57.68,31.33,102.73,45.22,#N/A N/A,#N/A N/A,113.69,63.88,111.19,43.41,50.79,5.856,43.31,19.05,5030,78.42,15.89,6.59,41.07,37.33,13.92,22.785,1998,165.27,#N/A N/A,191.03,94.22
8/8/2014,577.94,73.06,43.2,27.8626,29.94,#N/A N/A,6801,44200,22.78,108.58,#N/A N/A,55.85,26.55,108.1587,42.215,44.47,15.2,50.62,#N/A N/A,26.75,131.08,129.8,68.39,27.21,90.4,60.36,#N/A N/A,#N/A N/A,99.13,#N/A N/A,15.4,#N/A N/A,26.26,3418,15.81,58.54,11.37,#N/A N/A,56.76,44.78,#N/A N/A,#N/A N/A,3020,11.59,17.03,99.35,#N/A N/A,48.21,#N/A N/A,27.38,88.25,5.66,20.92,33.185,50.2,41.63,34.16,426.5,18.99,63.24,58.05,31.24,103.59,44.43,#N/A N/A,#N/A N/A,114.39,65.15,112.27,43.45,50.99,5.809,43.71,18.2,4940,76.17,16.11,6.39,41.05,37.74,13.95,23.105,1955,166.28,#N/A N/A,193.24,94.9
8/11/2014,577.25,73.44,43.2,27.9628,29.44,#N/A N/A,6836,45000,23.24,107.39,#N/A N/A,55.94,26.6,108.5295,43.345,44.49,15.22,51.07,#N/A N/A,26.875,131.54,132.3,68.97,27.56,90.46,62.5,#N/A N/A,#N/A N/A,101.59,#N/A N/A,15.68,#N/A N/A,26.47,3448.5,15.2,58.36,11.32,#N/A N/A,57.14,45.1,#N/A N/A,#N/A N/A,3100,11.72,17.38,99.63,#N/A N/A,48.66,#N/A N/A,28.1,89.01,5.7,21.25,33.62,49.77,42.01,34.49,429,19.19,63.81,57.45,31.54,103.57,44.29,#N/A N/A,#N/A N/A,115.11,65.5,113.34,43.8,50.87,5.937,44.14,18.25,5030,81.89,16.18,6.44,41.23,38.27,14.11,23.385,2002,168.04,#N/A N/A,193.795,95.46
8/12/2014,572.12,72.83,43.52,28.0881,29.61,#N/A N/A,6809,43250,23.01,108.66,#N/A N/A,56.1,26.32,108.2911,43.055,44.56,15.21,51.36,#N/A N/A,26.9,129.44,133.3,68.785,27.55,90.51,61.71,#N/A N/A,#N/A N/A,100.11,#N/A N/A,15.47,#N/A N/A,26.21,3448,15.38,58.46,11.18,#N/A N/A,56.69,45.08,#N/A N/A,#N/A N/A,3080,11.22,17.61,100,#N/A N/A,48.69,#N/A N/A,27.905,88.49,5.66,21.25,33.505,50.29,41.96,34.94,431.6,19.18,63.45,57.19,31.27,102.45,45.28,#N/A N/A,#N/A N/A,114.24,65.21,112.56,43.67,50.67,5.931,44.08,16.98,4990,79.2,16.05,6.46,41.39,39,13.94,23.39,1999,167.13,#N/A N/A,193.53,95.42
8/13/2014,584.56,73.77,44.08,28.5141,29.14,#N/A N/A,6974,43900,23.26,110.35,#N/A N/A,56.39,26.18,109.2712,43.095,44.94,15.25,51.72,#N/A N/A,27.055,142.1,133.2,69.79,27.84,90.97,63,#N/A N/A,#N/A N/A,107.02,#N/A N/A,16.52,#N/A N/A,26.03,3478.5,15.81,58.26,10.96,#N/A N/A,57.56,45.1,#N/A N/A,#N/A N/A,3100,11.55,18.79,101,#N/A N/A,48.59,#N/A N/A,27.32,88.51,5.62,21.35,33.525,50.2,42.07,35.02,436,19.09,63.98,57.01,31.41,103.12,45.4,#N/A N/A,#N/A N/A,112.57,66.14,113.44,44.18,50.71,5.96,44.5,18.01,4900,80.25,15.75,6.46,41.09,36.039,14.12,23.47,1958,168.52,#N/A N/A,194.84,96.43
8/14/2014,584.65,74.296,44.27,27.9879,28.69,#N/A N/A,7056,43550,23.06,112.48,#N/A N/A,57.17,26.46,109.5626,43.605,44.82,15.32,52.11,#N/A N/A,27.185,142.39,130.1,70.05,28,92.32,62.29,#N/A N/A,#N/A N/A,111.46,#N/A N/A,16.87,#N/A N/A,26.42,3501.5,15.82,58.74,10.79,#N/A N/A,57.08,45.4,#N/A N/A,#N/A N/A,3140,12.39,18.48,101.76,#N/A N/A,48.84,#N/A N/A,27.31,88.48,5.62,21.57,33.715,50.71,42.26,33.72,443.6,19.25,64,57.88,31.23,104.52,45.36,#N/A N/A,#N/A N/A,109.45,66.45,113.61,44.3,50.86,5.751,44.72,18.03,4955,80.75,16.14,6.52,41.22,36.09,14.1,23.67,1989,168.25,#N/A N/A,195.76,96.93
8/15/2014,583.71,73.63,44.79,27.9879,29.06,#N/A N/A,7012,43550,22.58,111.78,#N/A N/A,57.02,26.51,109.2977,43.47,44.76,15.22,51.43,#N/A N/A,27.315,144.46,130.3,70.07,27.98,91.42,62.21,#N/A N/A,#N/A N/A,113.18,#N/A N/A,16.38,#N/A N/A,26.15,3519,16.1,58.2,10.72,#N/A N/A,56.96,45.28,#N/A N/A,#N/A N/A,3150,12.64,18.75,101.32,#N/A N/A,48.84,#N/A N/A,27.035,88.44,5.66,21.73,33.645,49.81,42.2,33.85,435.6,19.36,64.28,57.46,30.8,103.44,45.82,#N/A N/A,#N/A N/A,109.24,65.98,113.39,44.16,50.3,5.776,44.66,18.42,4955,76.23,16.2,6.51,41.13,36.22,14.2,23.57,1986,168.85,#N/A N/A,195.72,97.4
8/18/2014,592.7,74.59,45.11,28.0631,28.84,#N/A N/A,7043,43850,23,112.4,#N/A N/A,57.08,27.23,109.4567,44.13,45.27,15.45,52.62,#N/A N/A,27.365,147.15,128.8,71.06,28.27,91.55,62.36,#N/A N/A,#N/A N/A,109.98,#N/A N/A,16.1,#N/A N/A,26.48,3550.5,16.32,58.55,11.14,#N/A N/A,58.36,45.78,#N/A N/A,#N/A N/A,3180,13.19,18.59,101.76,#N/A N/A,48.8,#N/A N/A,27.515,88.93,5.64,21.67,33.87,50.7,42.5,34.97,435.1,19.57,64.3,64.14,31.52,104.34,46.18,#N/A N/A,#N/A N/A,110.62,66.91,115.04,44.675,50.1,5.785,45.41,18.89,4950,77.49,16.48,6.57,41.83,37.21,14.33,23.715,1999,170.24,#N/A N/A,197.36,98.15
8/19/2014,597.11,75.29,45.33,28.2385,28.95,#N/A N/A,7185,43800,22.96,113.62,#N/A N/A,56.13,27.11,109.4302,44.655,46.22,15.45,52.84,#N/A N/A,27.25,148.6,129.8,72.05,28.48,91.92,62.36,#N/A N/A,#N/A N/A,117.62,#N/A N/A,16.59,#N/A N/A,26.56,3581.5,16.35,59.25,11.59,#N/A N/A,59.4,46.28,#N/A N/A,#N/A N/A,3250,13.43,18.69,102.87,#N/A N/A,49.16,#N/A N/A,28.59,88.99,5.68,21.65,34,51.96,42.7,35.84,438.8,19.63,64.47,63.59,31.4,104.35,46.37,#N/A N/A,#N/A N/A,110.71,65.75,115.44,45.04,50.66,5.826,45.44,19.54,4935,77.68,16.3,6.59,42.36,37.28,14.59,23.755,2029,169.87,#N/A N/A,198.39,98.7
8/20/2014,595.41,74.81,44.95,28.1132,29.68,#N/A N/A,7285,45350,22.96,113.07,#N/A N/A,56.05,27.32,110.0924,44.5,46.01,15.52,53.33,#N/A N/A,27.32,148.54,131.9,71.02,28.08,91.96,62.79,#N/A N/A,#N/A N/A,117.87,#N/A N/A,16.38,#N/A N/A,26.82,3517.5,16.23,60.33,12.98,#N/A N/A,59.02,46.81,#N/A N/A,#N/A N/A,3250,13.47,18.7,104.15,#N/A N/A,49.5,#N/A N/A,28.135,88.94,5.75,21.56,34,52.43,42.46,34.85,445.7,19.67,64.82,63.76,31.41,103.32,45.97,#N/A N/A,#N/A N/A,110.61,64.65,114.95,44.47,50.44,5.831,45.47,19.56,4935,75.6,16.18,6.59,42.45,37.51,14.76,23.93,2004,170.52,#N/A N/A,198.92,98.7
8/21/2014,592.42,74.57,45.22,28.9901,29.16,#N/A N/A,7352,45850,23,113.12,#N/A N/A,56.34,27.21,110.8871,44.685,46.01,16.16,53.83,#N/A N/A,27.22,148.08,130.7,71.73,27.98,91.9,62.86,#N/A N/A,#N/A N/A,116.88,#N/A N/A,16.38,#N/A N/A,27.58,3516.5,16.08,61.07,13.32,#N/A N/A,58.72,46.83,#N/A N/A,#N/A N/A,3260,13.5,18.65,105.13,#N/A N/A,49.73,#N/A N/A,28.295,89.42,5.72,21.48,34.1,52.57,42.58,34.93,440.3,19.6,64.88,63.61,31.61,103.3,46.16,#N/A N/A,#N/A N/A,111.1,66.16,115.2,44.6,50.55,5.766,45.74,19.57,4930,74.25,16.06,6.6,43.12,37.29,15.01,24.96,2014,170.46,#N/A N/A,199.5,98.9
8/22/2014,592.54,74.57,45.15,28.915,29.02,#N/A N/A,7358,45950,22.94,112.87,#N/A N/A,55.74,27.3,110.3308,44.73,46.06,16.13,53.43,#N/A N/A,27.09,148.11,130.7,72.04,28.16,91.99,63.14,#N/A N/A,#N/A N/A,117.37,#N/A N/A,16.52,#N/A N/A,27.47,3498.5,16.02,61.05,13.46,#N/A N/A,59.02,46.4,#N/A N/A,#N/A N/A,3220,13.87,18.8,104.79,#N/A N/A,49.59,#N/A N/A,28.7,89.21,5.72,21.37,33.875,54.12,42.59,34.99,449.8,19.39,64.3,63.68,31.69,102.92,46.49,#N/A N/A,#N/A N/A,115.57,66.41,115.21,44.475,50.8,5.776,45.42,19.23,4920,73.58,16.17,6.58,43.07,36.51,15.05,24.98,2018,169.42,#N/A N/A,199.19,99.05
8/25/2014,590.57,75.02,45.17,29.5414,29.23,#N/A N/A,7397,47150,23.08,113.22,#N/A N/A,55.49,28.05,110.7547,45.945,45.63,16.29,54.3,#N/A N/A,27.325,147.86,129.8,71.82,28.26,92.01,63.07,#N/A N/A,#N/A N/A,116.39,#N/A N/A,16.73,#N/A N/A,27.64,3498.5,16.08,60.98,13.66,#N/A N/A,59.31,46.15,#N/A N/A,#N/A N/A,3240,13.75,18.98,105.05,#N/A N/A,49.64,#N/A N/A,29.115,89.06,5.71,21.25,34.055,54.58,42.77,34.74,449.8,19.23,64.85,63.9,31.77,103.1,47.24,#N/A N/A,#N/A N/A,114.96,65.79,115.75,45.21,50.46,5.816,45.44,19.42,4860,72.39,16.33,6.57,43.17,36.52,15.02,25.065,2047,169.21,#N/A N/A,200.2,99.4
8/26/2014,588.12,75.96,45.005,30.2179,29.47,#N/A N/A,7261,46700,23.11,114.67,#N/A N/A,55.85,27.895,110.1984,46.545,45.735,16.33,54.75,#N/A N/A,27.28,147.14,129.4,71.53,28.27,91.9,63.43,#N/A N/A,#N/A N/A,117.13,#N/A N/A,16.59,#N/A N/A,27.57,3530.5,16.14,60.7,13.98,#N/A N/A,59.66,46.54,#N/A N/A,#N/A N/A,3220,14.52,19.65,104.76,#N/A N/A,49.4,#N/A N/A,29.055,88.94,5.72,21.28,33.99,55.37,42.86,35.3,449.7,19.5,64.75,63.52,32.06,103.61,47.43,#N/A N/A,#N/A N/A,115.94,65.89,116.8,45.15,51.03,5.982,45.59,19.58,4830,72.2,16.07,6.59,42.36,36.25,15.3,25.07,2050,169.25,#N/A N/A,200.33,99.5
8/27/2014,583,74.63,44.87,30.5186,29.44,#N/A N/A,7317,45350,23.27,115.78,#N/A N/A,56.76,27.75,110.9136,46.765,46.13,16.2,54.82,#N/A N/A,27.28,145,128.4,71.55,28.34,91.39,64.14,#N/A N/A,#N/A N/A,125.26,#N/A N/A,17.01,#N/A N/A,27.93,3531,16.13,60.79,14.19,#N/A N/A,59.84,46.52,#N/A N/A,#N/A N/A,3240,14.47,19.53,105.51,#N/A N/A,50.91,#N/A N/A,29.07,88.88,5.74,21.36,34.035,56.34,42.82,34.75,453,19.31,65.28,63.7,32.04,103.3,47.02,#N/A N/A,#N/A N/A,117.95,65.67,116.51,44.83,49.25,6.03,45.35,21.2,4885,70.93,16.15,6.59,42.66,35.78,15.77,25.18,2052,169.51,#N/A N/A,200.25,99.52
8/28/2014,580.32,73.855,44.88,29.4913,29.84,#N/A N/A,7262,45600,23.39,116.25,#N/A N/A,56.36,27.77,110.8341,46.6,45.47,16.01,54.66,#N/A N/A,27.26,142.77,127.8,71.37,28.08,91.94,64.29,#N/A N/A,#N/A N/A,122.06,#N/A N/A,16.73,#N/A N/A,28.16,3530,16.09,60.35,14.03,#N/A N/A,59.42,45.82,#N/A N/A,#N/A N/A,3250,13.98,19.4,103.23,#N/A N/A,51.99,#N/A N/A,28.75,88.65,5.74,21.35,33.99,55.99,42.91,34.67,449.1,19.48,64.75,64.2,31.79,103.36,46.36,#N/A N/A,#N/A N/A,117.79,65.32,115.91,45.07,49.24,5.97,44.93,21.67,4935,69.55,16.02,6.58,41,36.01,15.28,25.325,2056,168.98,#N/A N/A,200.14,99.41
8/29/2014,582.36,74.82,45.43,29.5163,30.08,#N/A N/A,7506,45400,23.49,116.51,#N/A N/A,56.12,28.4,111.1785,46.805,45.73,16.09,55.04,#N/A N/A,27.36,143.69,126.5,71.9,28.35,91.42,64.14,#N/A N/A,#N/A N/A,123.29,#N/A N/A,16.59,#N/A N/A,27.88,3553.5,16.18,60.07,14.08,#N/A N/A,59.55,45.43,#N/A N/A,#N/A N/A,3280,14.08,19.67,103.91,#N/A N/A,52.31,#N/A N/A,28.435,88.6,5.73,21.35,34.12,56.11,43.08,35.8,446.4,19.52,64.97,63.99,31.95,103.43,46.9,#N/A N/A,#N/A N/A,119.96,65.49,116.56,44.95,50.41,6.016,44.7,21.24,4925,70.8,16.32,6.55,40.67,36.19,15.12,25.34,2043,170.03,#N/A N/A,200.71,99.78
9/1/2014,582.36,74.82,45.43,29.2908,30.08,#N/A N/A,7446,44500,23.49,116.51,#N/A N/A,56.12,28.4,111.1785,46.8,45.73,16.09,55.04,#N/A N/A,27.36,143.69,126.6,71.9,28.35,91.42,64.57,#N/A N/A,#N/A N/A,120.83,#N/A N/A,16.8,#N/A N/A,27.88,3552,16.18,60.07,14.08,#N/A N/A,59.55,45.43,#N/A N/A,#N/A N/A,3280,14.08,19.67,103.91,#N/A N/A,52.31,#N/A N/A,28.7,88.6,5.73,21.35,34.12,56.11,43.08,35.8,447.8,19.52,64.97,63.99,31.95,103.43,47.56,#N/A N/A,#N/A N/A,119.96,65.49,116.56,44.95,50.41,6.022,44.7,21.24,4850,70.8,16.32,6.55,40.67,36.19,15.12,25.34,2047,170.03,#N/A N/A,200.71,99.78
